189.0,144.0,9,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0
77.0,185.0,9,0.0,0.0,2.944445,7.6629586,6.2222214000000005,32.118523,32.555557,29.222221,39.666668,28.777779,-10.0,21.333334,-11.333333,39.666668,0.27036038,-2.0852716,1
123.0,186.0,9,0.0,0.0,3.6111114,3.0288742,9.444444,7.932118400000001,51.77778,46.555557,63.66666800000001,45.11111,-15.666667000000002,35.666668,-20.0,63.66666800000001,0.2901475,-2.0141015,1
205.0,82.0,9,0.0,0.0,1.222222,1.1482675,2.5,2.1679482000000005,15.222222,11.888889,21.666666,12.111111,-10.0,19.333334,-9.333333,21.666666,0.45815158,-2.1027224,0
189.0,107.0,9,0.0,0.0,2.6666667,0.69920635,0.8333333,0.7226496,27.777779,23.444445,35.11111,24.777779,-13.0,22.0,-9.0,35.11111,0.3324072999999999,-2.2014954,0
9.0,171.0,9,0.0,0.0,1.4999994,1.0055392,2.7777774,1.6420400000000002,45.925926,41.0,57.22221999999999,39.555557,-14.777778,33.88889,-19.11111,57.22221999999999,0.30794257,-2.0107226,1
163.0,131.0,9,0.0,0.0,0.16666669,0.18257421,0.27777776,0.25092423,1.5555556,0.8888889000000001,3.6666667,0.11111111,-2.0,6.3333335,-4.3333335,3.6666667,0.9722222,-1.871048,0
172.0,183.0,9,0.0,0.0,2.8888893,1.6821506000000002,4.0555553,3.0725813,56.33333199999999,50.444443,70.0,48.555557,-17.666666,41.0,-23.333334,70.0,0.30547154,-1.9975766,1
163.0,152.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113.0,114.0,9,0.0,0.0,0.94444466,0.5074079,0.33333364,0.08888922,25.814816,21.0,34.666668,21.777779,-14.444445000000002,26.555555,-12.111111,34.666668,0.39392713,-2.1527397999999995,0
157.0,85.0,9,0.0,0.0,1.2222223,1.2412657,0.22222233,0.17213264,18.925926,14.555554999999998,26.888890000000004,15.333332999999998,-13.111111,23.88889,-10.777778,26.888890000000004,0.45902446,-2.1609125,0
186.0,12.0,9,0.0,0.0,0.44444433,0.27216548,2.3333333,1.9663839,6.259258999999999,3.8888888,11.333333,3.5555556000000004,-7.111111,15.222222,-8.111111,11.333333,0.6873016,-2.057978,0
121.0,112.0,9,0.0,0.0,2.3888886,1.7690756,0.5000003,0.2788867,23.703703,19.444445,32.333336,19.333334,-12.777778,25.88889,-13.111111,32.333336,0.40954432,-2.0852482,0
123.0,187.0,9,0.0,0.0,2.6666667,1.8499243000000003,3.4444440000000003,1.6555183,58.66666800000001,52.55555699999999,72.55556,50.88889,-18.333334,41.666668,-23.333334,72.55556,0.29855335,-2.0135245,1
173.0,152.0,9,0.0,0.0,0.22222221,0.029629616,0.8333333,0.16666685,3.5925925000000003,2.6666667,5.777777700000001,2.3333335,-2.7777777,6.5555553,-3.7777777,5.777777700000001,0.59973544,-1.997796,0
94.0,140.0,9,0.0,0.0,0.16666667,0.0333333279999999,0.33333328,0.044444434,3.0370371,1.7777778000000002,6.111111,1.2222222,-3.7777777,9.222222,-5.4444447,6.111111,0.79788357,-1.9857694,0
223.0,190.0,9,0.0,0.0,1.9999994,1.0327959,2.055556,1.4669192,46.88889,42.0,57.77778000000001,40.88889,-14.666667000000002,32.666668,-18.0,57.77778000000001,0.29222646,-2.0251334,1
67.0,194.0,9,0.0,0.0,3.7222207,1.4969093999999998,6.4444447,3.9646575,58.814816,51.77778,72.55556,52.11111,-21.11111,41.22222,-20.11111,72.55556,0.28679082,-2.112941,1
247.0,108.0,9,0.11111111,0.0,0.72222215,0.6116159999999999,2.1111114,1.9512583,14.518517999999998,11.333333,20.555555,11.666667,-9.555555,18.11111,-8.555555,20.555555,0.4560300999999999,-2.1271605,0
225.0,90.0,9,0.0,0.0,0.38888893,0.2509241,0.55555564,0.45542005,6.5925927,4.666667,11.222222,3.8888888,-5.777777700000001,13.888889,-8.111111,11.222222,0.65115255,-1.987466,0
130.0,145.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194.0,183.0,9,0.0,0.0,0.77777797,0.5837306,2.944444,1.625037,54.74074,49.22222,67.77778,47.22222,-16.555555,39.11111,-22.555555,67.77778,0.30312124,-1.9917008000000005,1
227.0,196.0,9,0.0,0.0,2.6111114,2.360949,3.5555565,1.6953093999999995,47.185184,42.11111,58.22221999999999,41.22222,-15.222222,33.11111,-17.88889,58.22221999999999,0.2924689,-2.0394914,1
227.0,104.0,9,0.0,0.11111111,0.49999985,0.5477228,3.1111107,2.1046689,19.62963,16.222223,26.11111,16.555555,-10.222222,19.444445,-9.222222,26.11111,0.3802915999999999,-2.1282308,0
85.0,200.0,9,0.0,0.0,4.4999995,4.324349400000001,6.0555553,4.327775,58.59259399999999,52.22222,72.66667,50.88889,-19.11111,42.22222,-23.11111,72.66667,0.30018097,-2.02885,1
203.0,133.0,9,0.0,0.0,0.11111111,0.029629635,0.11111111,0.029629635,0.5925925999999999,0.0,1.7777778000000002,0.0,-1.7777778000000002,3.5555556000000004,-1.7777778000000002,1.7777778000000002,1.0,-2.0943952,0
36.0,189.0,9,0.0,0.0,1.9444441000000003,2.4629607000000004,5.8333335,21.588884,31.37037,28.444445,38.0,27.666666,-8.777778,19.88889,-11.111111,38.0,0.2663022,-2.0203454,1
90.0,134.0,9,0.0,0.0,0.38888887,0.018518528,0.94444436,0.1518523,2.1111112000000003,1.0,4.666667,0.6666667,-3.3333333,7.666666499999999,-4.3333335,4.666667,0.88148147,-2.0131435,0
160.0,95.0,9,0.0,0.0,3.2222223,3.544427,0.22222225,0.4036867,2.148148,2.1111112000000003,2.5555556,1.7777778000000002,-0.11111111,1.2222222,-1.1111112,2.5555556,0.10119048,-1.6289082,0
108.0,138.0,9,0.0,0.0,0.2777777,0.062962934,0.5,0.12222223,3.1851852000000003,1.4444444,6.666666499999999,1.4444444,-5.222222299999999,10.444445,-5.222222299999999,6.666666499999999,0.79960316,-2.08783,0
184.0,145.0,9,0.0,0.0,0.9444445,0.49065363,1.7777778000000002,0.93491936,3.4074075,2.3333335,5.777777700000001,2.1111112000000003,-3.2222223,7.111111,-3.8888888,5.777777700000001,0.65661377,-2.0365057,0
177.0,33.0,9,0.0,0.0,1.6666666,1.577621,4.3333335,2.9739609,8.740741,6.4444447,13.111111,6.666666499999999,-6.888889,13.111111,-6.222222299999999,13.111111,0.547103,-2.0561194,0
42.0,188.0,9,0.0,0.0,1.833333,1.8111092,1.388889,1.7518508000000002,30.777779,27.555555,38.11111,26.666666,-9.666667,22.0,-12.333333,38.11111,0.3017472,-2.016443,1
200.0,31.0,9,0.0,0.0,2.111111,1.223232,5.055555,2.678447,11.259259,8.333333999999999,16.555555,8.888889,-8.777778,15.888889,-7.111111,16.555555,0.5009438,-2.1719491,0
251.0,195.0,9,0.0,0.0,2.944444,2.8784,3.833334,2.3546653,47.925926,42.555557,59.22221999999999,42.0,-16.11111,33.88889,-17.777779000000002,59.22221999999999,0.2918749,-2.0567336,1
62.0,200.0,9,0.0,0.0,2.2777774,2.1335068,3.7777793,1.7847084999999998,61.037037,54.11111,76.44444,52.55555699999999,-20.777779,46.22222,-25.444445,76.44444,0.31254068,-2.0265863,1
168.0,184.0,9,0.0,0.0,4.6666665,1.5202329,5.8333325,1.8104627,48.25926,43.88889,58.66666800000001,42.22222,-13.111111,31.222221,-18.11111,58.66666800000001,0.2781955,-1.9867758,1
166.0,180.0,9,0.0,0.0,1.4444437,1.5851855,7.3333325,45.955563,31.444445,28.666666,37.77778,27.888890000000004,-8.333333,19.0,-10.666667,37.77778,0.25295278,-2.0210319,1
237.0,192.0,9,0.11111111,0.0,0.8333333,0.54772305,4.3888893,3.5239923,46.37037,41.11111,57.66666800000001,40.333336,-15.777778,33.88889,-18.11111,57.66666800000001,0.3026748,-2.047243,1
169.0,184.0,9,0.11111111,0.0,1.2222227,0.54433143,2.4999993,1.9293057,56.25926,51.22222,69.0,48.555557,-15.111111,38.22222,-23.11111,69.0,0.2956001,-1.958014,1
104.0,137.0,9,0.0,0.0,0.2777777999999999,0.1518517999999999,0.2777777999999999,0.1518517999999999,3.7037036,2.1111112000000003,7.111111,1.8888888,-4.777777700000001,10.222222,-5.4444447,7.111111,0.7319224,-2.0584507,0
170.0,139.0,9,0.0,0.0,1.0555555,0.5074076,0.72222215,0.28518504,4.185185,1.8888888,8.555555,2.1111112000000003,-6.888889,13.111111,-6.222222299999999,8.555555,0.78617525,-2.127586,0
231.0,30.0,9,0.0,0.11111111,0.72222215,0.7123252,2.9999998,2.7968237,7.037037,4.777777700000001,11.666667,4.666667,-6.777777700000001,13.888889,-7.111111,11.666667,0.6137184,-2.047276,0
20.0,134.0,9,0.0,0.0,0.6666667,0.088888995,0.61111116,0.24074072,2.9629629,1.1111112,6.4444447,1.3333334,-5.5555553,10.444445,-4.888889,6.4444447,0.8292328000000001,-2.133095,0
161.0,138.0,9,0.0,0.0,0.22222221,0.17213258,0.22222222,0.2721655,1.2222222,0.44444445,3.2222223,0.0,-2.3333333,6.0,-3.6666667,3.2222223,1.0,-1.9491665,0
214.0,108.0,9,0.0,0.0,0.6666667,0.365148,0.6666667,0.29814258,16.925926,13.555554999999998,23.444445,13.777778,-10.111111,19.555555,-9.444445,23.444445,0.42167473,-2.117648,0
189.0,142.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186.0,12.0,9,0.0,0.0,0.44444433,0.27216548,2.3333333,1.9663839,6.259258999999999,3.8888888,11.333333,3.5555556000000004,-7.111111,15.222222,-8.111111,11.333333,0.6873016,-2.057978,0
147.0,182.0,9,0.0,0.0,2.2777786,1.7051128,2.9444447,1.5974518999999998,43.592594,40.333336,52.55555699999999,37.88889,-9.777778,26.888890000000004,-17.11111,52.55555699999999,0.27866945,-1.9191672,1
187.0,162.0,9,0.0,0.0,1.500001,1.1444442,11.666667,73.1111,43.22222,36.77778,53.66666800000001,39.22222,-19.333334,31.333334000000004,-12.0,53.66666800000001,0.30018225,-2.3916814,1
233.0,197.0,9,0.0,0.11111111,3.8888874,2.78621,2.0,1.2649122,49.74074,44.333332,61.44444300000001,43.444443,-16.222220999999998,35.11111,-18.88889,61.44444300000001,0.29465598,-2.0433986,1
2.0,190.0,9,0.0,0.0,2.555555,1.4518528999999998,2.5,2.9666677000000004,31.666666,28.0,40.11111,26.888890000000004,-11.0,25.333334,-14.333332999999998,40.11111,0.32900727,-2.0083811000000003,1
242.0,89.0,9,0.0,0.0,0.5,0.47777787,0.9444445,0.5518519000000001,1.8148148,0.7777778000000001,4.111111,0.5555555999999999,-3.1111112000000003,6.888889,-3.7777777,4.111111,0.8962962999999999,-2.0422592,0
219.0,176.0,9,0.0,0.11111111,2.1111119,1.857917,5.111111,2.8414931,60.29629499999999,53.33333199999999,75.66667,51.88889,-20.88889,46.11111,-25.222221,75.66667,0.31446242,-2.0306482,1
173.0,152.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189.0,141.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86.0,155.0,9,0.0,0.0,4.277778,10.551853,5.3888893,60.240738,8.740741,6.666666499999999,12.888889,6.666666499999999,-6.222222299999999,12.444445,-6.222222299999999,12.888889,0.3923854,-2.079296,0
173.0,186.0,9,0.0,0.11111111,3.2222226000000003,2.115201,5.5,3.5071343999999995,53.44444300000001,48.22222,65.88889,46.22222,-15.666667000000002,37.333332,-21.666666,65.88889,0.2983020999999999,-1.9882493000000003,1
124.0,191.0,9,0.0,0.0,3.5000007000000006,2.7386136000000003,3.277778,2.8001328,59.74074,52.88889,74.77778,51.555557,-20.555555,45.11111,-24.555555,74.77778,0.31361094,-2.03548,1
114.0,184.0,9,0.0,0.0,0.7222225999999999,0.32962984,9.388888,28.951855,31.185184000000003,28.444445,37.11111,28.0,-8.222222,17.777779000000002,-9.555555,37.11111,0.23234288,-2.1603296000000003,1
178.0,185.0,9,0.0,0.0,2.6111119,1.8063676,3.1111114,2.2771008,49.037037,44.0,60.66666800000001,42.444443,-15.111111,34.88889,-19.777779,60.66666800000001,0.30003616,-2.006186,1
218.0,64.0,9,0.0,0.0,1.5000003999999998,1.1303883999999995,1.8333334,1.9635572,8.0,6.111111,12.555555,5.3333335,-5.6666665,13.666667000000002,-8.0,12.555555,0.5791423000000001,-1.9652462,0
64.0,196.0,9,0.0,0.0,2.6666667,2.3758044,3.4444447,2.2770991,49.88889,44.333332,61.44444300000001,43.88889,-16.666666,34.666668,-18.0,61.44444300000001,0.2899970999999999,-2.0638638,1
219.0,133.0,9,0.0,0.0,0.8333333,0.30000052,0.44444466,0.029629659,9.851851,6.222222299999999,16.666667999999998,6.666666499999999,-10.888889,20.444445,-9.555555,16.666667999999998,0.62726945,-2.1387432,0
142.0,163.0,9,0.0,0.0,1.4999994,0.87777835,17.666666,3.2444987000000003,40.444443,35.0,48.555557,37.77778,-16.333334,24.333334,-8.0,48.555557,0.2689782,-2.3927407000000005,1
169.0,190.0,9,0.0,0.0,3.1111114,1.8094412,2.8888893,2.0940847,52.55555699999999,46.88889,65.0,45.77778,-17.0,37.333332,-20.333334,65.0,0.2970586,-2.0348296,1
156.0,188.0,9,0.0,0.0,4.277778,2.3134086,5.0,3.7475924,61.25926,55.11111,75.66667,53.0,-18.444445,43.22222,-24.777779,75.66667,0.3002417999999999,-1.9977459,1
51.0,141.0,9,0.0,0.0,0.5555555999999999,0.11851845,0.22222225,0.074074075,0.7037036999999999,0.33333334,1.7777778000000002,0.0,-1.1111112,3.2222223,-2.1111112000000003,1.7777778000000002,0.8888889000000001,-1.9212171,0
186.0,89.0,9,0.0,0.0,0.61111134,0.19629638,1.0555557,0.28518525,22.666666,16.444445,33.555557,18.0,-18.666666,32.666668,-14.0,33.555557,0.5094622,-2.188149,0
195.0,119.0,9,0.0,0.11111111,3.611111,1.4050171,1.2222223,0.91084015,8.62963,5.888889,13.666667000000002,6.3333335,-8.222222,15.111111,-6.888889,13.666667000000002,0.58956474,-2.1427078,0
178.0,138.0,9,0.0,0.0,0.11111108,0.17213255,0.05555554,0.13608274,1.3703704,1.0,3.1111112000000003,0.0,-1.1111112,5.222222299999999,-4.111111,3.1111112000000003,1.0,-1.7550169999999998,0
103.0,185.0,9,0.0,0.0,1.8333324,4.655558,9.888888,94.91854,30.888890000000004,27.777779,37.0,27.888890000000004,-9.333333,18.333334,-9.0,37.555557,0.25044397,-2.4505804,1
151.0,163.0,9,0.0,0.0,2.0555556,2.2851863,18.166666,41.988934,40.0,34.555557,48.0,37.444443,-16.333334,24.0,-7.666666499999999,48.11111,0.2638465,-2.5174901000000003,1
163.0,133.0,9,0.0,0.0,0.111111104,0.17213258,0.2222222,0.2721655,1.5555556,1.0,3.5555556000000004,0.11111111,-1.6666666,6.0,-4.3333335,3.5555556000000004,0.9722222,-1.8225629,0
197.0,144.0,9,0.0,0.0,0.9444444,0.7123252,0.38888887,0.49065337,0.7037036999999999,0.33333334,1.6666666,0.11111111,-1.1111112,2.8888888,-1.7777778000000002,1.6666666,0.8611110999999999,-1.9869384,0
166.0,154.0,9,0.0,0.0,0.11111113,0.029629637,0.44444445,0.074074075,0.7037036999999999,0.22222222,1.8888888,0.0,-1.4444444,3.5555556000000004,-2.1111112000000003,1.8888888,1.0,-2.0175102,0
186.0,162.0,9,0.0,0.0,1.6111122,0.59629595,12.388888,66.818535,44.074074,37.444443,54.66666800000001,40.11111,-19.88889,31.777779,-11.888889,54.66666800000001,0.3015075999999999,-2.3866708,1
181.0,186.0,9,0.11111111,0.0,2.9444454,2.7114286,2.0555553,1.6788442,48.814816,44.11111,60.44444300000001,41.88889,-14.111111,34.88889,-20.777779,60.44444300000001,0.30702683,-1.9685109,1
57.0,93.0,9,0.0,0.0,0.38888898,0.38968158,0.22222202,0.17213243,17.925926,13.222222,27.11111,13.444445000000002,-14.111111,27.555555,-13.444445000000002,27.11111,0.5119047999999999,-2.1104572,0
10.0,137.0,9,0.0,0.0,0.5555555,0.07407411,0.2777777999999999,0.018518511,0.9259259,0.11111111,2.6666667,0.0,-2.4444444,5.222222299999999,-2.7777777,2.6666667,1.0,-2.0561552,0
68.0,198.0,9,0.0,0.11111111,2.8888886,2.8803296,3.0555553,2.8706684,58.074074,51.444443,71.888885,50.88889,-19.88889,41.444443,-21.555555,71.888885,0.29130092,-2.0648882,1
204.0,177.0,9,0.0,0.0,1.7777786,10.696298,8.333332,27.333357,32.88889,29.0,40.666668,29.0,-11.666667,23.333334,-11.666667,40.666668,0.28108954,-2.1008399,1
167.0,189.0,9,0.0,0.0,3.7777774,2.2377224,3.7777774,1.544405,58.40740600000001,51.333332,72.44444,51.444443,-21.222221,42.11111,-20.88889,72.44444,0.29552308,-2.1013258,1
245.0,129.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
144.0,187.0,9,0.0,0.0,1.9444441000000003,2.0484867,6.222222,3.512938,56.148148,49.88889,69.66667,48.88889,-18.777779,40.555557,-21.777779,69.66667,0.29995137,-2.0438795,1
33.0,114.0,9,0.0,0.0,0.55555516,0.07407411,0.49999985,0.21111098,16.11111,11.777778,24.11111,12.444445,-13.0,24.0,-11.0,24.11111,0.51092404,-2.1490734,0
250.0,176.0,9,0.0,0.11111111,1.611112,1.0628399,3.4444440000000003,1.6953092,53.66666800000001,47.11111,67.66667,46.22222,-19.666666,42.0,-22.333334,67.66667,0.3181372,-2.0522583,1
225.0,36.0,9,0.0,0.0,0.44444457,0.27216554,0.38888893,0.3277307,7.9259257,5.0,13.666667000000002,5.111111,-8.777778,17.222220999999998,-8.444445,13.666667000000002,0.63492066,-2.1073034,0
174.0,188.0,9,0.0,0.0,2.8888886,2.8803291,3.6111107,2.23524,50.407406,45.444443,62.0,43.77778,-14.888889,34.77778,-19.88889,62.0,0.29399088,-1.9950715,1
43.0,137.0,9,0.0,0.0,0.16666667,0.077777795,1.3888888,1.7518517,1.6666666,0.6666667,3.7777777,0.5555555999999999,-3.0,6.3333335,-3.3333333,3.7777777,0.91798943,-2.0712416,0
235.0,88.0,9,0.0,0.0,0.3333335,0.044444498,0.4444444999999999,0.074074045,12.259259,7.5555553,21.11111,8.111112,-14.111111,26.555555,-12.444445,21.11111,0.6417748999999999,-2.136677,0
206.0,61.0,9,0.0,0.0,0.5555555,0.40368673,0.4999999,0.45946813,7.0740743,4.666667,12.222222,4.3333335,-7.222222299999999,15.444445000000002,-8.222222,12.222222,0.64589113,-2.0487173,0
150.0,152.0,9,0.0,0.0,0.11111108,0.0296296179999999,2.0555556,3.5740747,1.3703704,1.0,2.3333335,0.7777778000000001,-1.1111112,2.8888888,-1.7777778000000002,2.3333335,0.537037,-2.0073514,0
53.0,198.0,9,0.0,0.0,1.7222233,1.8549244,5.111111,1.6009258999999998,51.666668,45.555557,64.22222,45.22222,-18.333334,37.666668,-19.333334,64.22222,0.29970714,-2.0726159,1
66.0,155.0,9,0.0,0.0,3.722222,21.796297,7.722223,71.574066,8.259259,5.888889,12.666667,6.222222299999999,-7.111111,13.222222,-6.111111,12.666667,0.3006237,-2.1476219,0
4.0,189.0,9,0.0,0.0,2.0555565,3.8851852,11.722221,114.59633999999998,26.444445,23.444445,33.0,22.88889,-9.0,19.666666,-10.666667,33.0,0.27147257,-2.1010017000000003,1
229.0,175.0,9,0.0,0.0,1.166666,0.52222264,5.666666,26.133337,33.0,29.0,41.0,29.0,-12.0,24.0,-12.0,41.0,0.28683385,-2.091209,1
62.0,177.0,9,0.0,0.0,1.2777786,0.8798145,1.6666673,0.9428091,51.074074,46.333332,63.11111,43.77778,-14.222222,36.11111,-21.88889,63.11111,0.30621472,-1.9560046,1
88.0,180.0,9,0.0,0.0,1.4999994,0.93689823,3.833332,2.888675,50.407406,45.22222,62.33333199999999,43.666668,-15.555554999999998,35.77778,-20.222221,62.33333199999999,0.3009182,-2.0087192,1
5.0,210.0,9,0.0,0.11111111,2.1666672,1.6699982,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.3175664,-2.0208955,1
58.0,113.0,9,0.0,0.0,3.4444447,1.2232318000000002,0.7222223000000001,0.38968182,20.851852,16.88889,28.444445,17.222223,-11.888889,22.777779,-10.888889,28.444445,0.4148072,-2.1256926,0
208.0,34.0,9,0.0,0.0,1.7222224,1.7309811000000002,0.4444444999999999,0.50184834,14.444445000000002,10.777778,21.0,11.555555,-11.0,19.666666,-8.666667,21.0,0.479958,-2.1623826,0
231.0,160.0,9,0.0,0.0,2.611111,8.240739,13.166667000000002,139.85553000000002,40.88889,34.11111,51.77778,36.77778,-20.333334,32.666668,-12.333333,51.77778,0.33961803,-2.335837,1
208.0,34.0,9,0.0,0.0,1.7222224,1.7309811000000002,0.4444444999999999,0.50184834,14.444445000000002,10.777778,21.0,11.555555,-11.0,19.666666,-8.666667,21.0,0.479958,-2.1623826,0
206.0,61.0,9,0.0,0.0,0.5555555,0.40368673,0.4999999,0.45946813,7.0740743,4.666667,12.222222,4.3333335,-7.222222299999999,15.444445000000002,-8.222222,12.222222,0.64589113,-2.0487173,0
46.0,154.0,9,0.11111111,0.0,3.1666667,8.211110000000001,1.6111112,1.2185184,6.3703704000000005,9.666667,4.666667,4.777777700000001,9.888889,-5.111111,-4.777777700000001,9.666667,0.56192696,-0.0049269386,0
171.0,89.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107.0,191.0,9,0.0,0.0,3.722222,2.999382,2.8888874,2.7862093,62.037037,54.44444300000001,78.111115,53.55555699999999,-22.777779,48.22222,-25.444445,78.111115,0.3146827,-2.0561104,1
252.0,176.0,9,0.0,0.11111111,1.8888887,1.1482687,5.0555553,2.8551450000000003,52.925926,46.333332,67.0,45.444443,-19.777779,42.22222,-22.444445,67.0,0.32042044,-2.0516355,1
160.0,110.0,9,0.0,0.0,0.833333,0.6912145000000001,0.4444437,0.2721654,31.62963,27.222221,39.333336,28.333334000000004,-13.222222,23.11111,-9.888889,39.333336,0.3074441,-2.1872416,0
226.0,131.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196.0,161.0,9,0.0,0.0,2.7777774,5.540735,11.777776,93.98522,41.962963,36.555557,51.22222,38.11111,-16.222220999999998,27.777779,-11.555555,51.333332,0.28212494,-2.38829,1
206.0,133.0,9,0.0,0.0,0.055555556,0.13608277,0.055555556,0.13608277,0.37037036,0.0,1.1111112,0.0,-1.1111112,2.2222223,-1.1111112,1.1111112,1.0,-2.0943952,0
221.0,30.0,9,0.0,0.0,1.0555556,0.8541837,1.6666666,1.6329935,8.481482000000002,6.111111,13.111111,6.222222299999999,-7.111111,13.888889,-6.777777700000001,13.111111,0.5185864,-2.05997,0
149.0,185.0,9,0.0,0.0,1.5555553,1.0680546,3.0555553,1.9254627,49.333332,45.333332,59.55555699999999,43.11111,-12.0,30.666666,-18.666666,59.55555699999999,0.2758892,-1.9527698,1
115.0,195.0,9,0.0,0.0,3.833334,2.9571006,3.9444447,1.7051116000000002,57.11111,51.333332,70.111115,49.88889,-17.333334,39.0,-21.666666,70.111115,0.28835976,-2.015595,1
217.0,80.0,9,0.0,0.0,0.5555555,0.5837303,2.7777777,0.72008204,15.851851000000002,11.888889,23.222221,12.444445,-11.888889,22.11111,-10.222222,23.222221,0.48998156,-2.142269,0
23.0,172.0,9,0.0,0.0,1.333334,0.8944271999999999,9.166667,5.856621700000001,42.333332,38.0,51.22222,37.77778,-13.0,26.666666,-13.666667000000002,51.22222,0.26545405,-2.1265585,1
197.0,182.0,9,0.0,0.0,2.222222,1.2590424,3.4444440000000003,2.8258078,55.851852,50.11111,69.111115,48.333332,-17.222220999999998,39.77778,-22.555555,69.111115,0.30064347,-2.0015576,1
218.0,147.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118.0,180.0,9,0.0,0.0,1.9444447,1.4819913,3.1111114,1.0886629,48.555557,44.11111,59.0,42.555557,-13.333332999999998,31.333334000000004,-18.0,59.0,0.27882218,-1.9960423,1
239.0,174.0,9,0.0,0.0,2.0000007,1.4452988000000002,1.3888887,0.85418344,57.851852,50.444443,73.22222,49.88889,-22.222221,46.11111,-23.88889,73.22222,0.32026085,-2.069045,1
199.0,144.0,9,0.0,0.0,0.33333334,0.5163977,0.33333334,0.36514834,0.44444445,0.11111111,1.1111112,0.11111111,-1.0,2.0,-1.0,1.1111112,0.7407406999999999,-2.0943952,0
204.0,131.0,9,0.0,0.0,0.11111111,0.17213261,0.11111111,0.17213261,0.22222222,0.0,0.6666667,0.0,-0.6666667,1.3333334,-0.6666667,0.6666667,0.6666667,-2.0943952,0
184.0,145.0,9,0.0,0.0,0.72222227,0.6116159000000001,0.22222222,0.2721655,0.5555555999999999,0.33333334,1.2222222,0.11111111,-0.6666667,2.0,-1.3333334,1.2222222,0.5277778000000001,-1.9209436,0
198.0,185.0,9,0.0,0.0,1.3333346,1.2292717,2.5,1.656637,50.22222,45.444443,61.33333199999999,43.88889,-14.333332999999998,33.333332,-19.0,61.33333199999999,0.28555444,-2.0071752,1
24.0,205.0,9,0.0,0.0,2.2222226000000003,1.5869851,2.3888893,2.4892375,56.074074,49.77778,69.77778,48.666668,-18.88889,41.11111,-22.222221,69.77778,0.30391166,-2.0382628,1
244.0,105.0,9,0.0,0.0,5.9444447,4.9234886,1.4999996000000002,0.80966365,22.703703,19.11111,29.555555,19.444445,-10.777778,20.555555,-9.777778,29.555555,0.36449948,-2.1255476000000004,0
223.0,141.0,9,0.11111111,0.0,2.111111,1.8074076,0.7777776999999999,0.16296323,9.851851,6.0,16.555555,7.0,-11.555555,20.11111,-8.555555,16.555555,0.6402237,-2.191662,0
20.0,189.0,9,0.0,0.0,1.7222229,1.7518526,2.666667,3.822227,34.11111,30.11111,42.77778,29.444445,-12.0,26.0,-14.0,42.77778,0.30988368,-2.0442774,1
161.0,89.0,9,0.0,0.0,4.6666665,5.1164227,0.16666682,0.27888685,3.1111112000000003,2.8888888,3.7777777,2.6666667,-0.6666667,2.0,-1.3333334,3.7777777,0.0976431,-1.8904839,0
93.0,195.0,9,0.0,0.0,1.833334,1.2064636,4.0555553,2.1230652,61.59259399999999,54.66666800000001,76.66667,53.44444300000001,-20.777779,45.22222,-24.444445,76.66667,0.30559286,-2.0371156000000004,1
238.0,86.0,9,0.0,0.0,0.44444403,0.02962958,0.33333302,0.044444356,12.0,7.5555553,20.444445,8.0,-13.333332999999998,25.333334,-12.0,20.444445,0.6295031,-2.1283617,0
236.0,115.0,9,0.0,0.0,4.388889,3.6629639,0.44444418,0.07407387,14.740741,10.666667,22.222221,11.333333,-12.222222,22.444445,-10.222222,22.222221,0.5331259,-2.1516252,0
202.0,193.0,9,0.0,0.0,1.111112,0.7503075,3.3888881,2.489236,41.703705,37.88889,50.666668,36.555557,-11.444445,26.888890000000004,-15.444445000000002,50.666668,0.27838665,-1.9929975,1
182.0,39.0,9,0.0,0.0,5.5000005,5.737789,0.611111,0.8798151,9.518517999999998,7.333333500000001,14.333332999999998,6.888889,-6.5555553,14.444445000000002,-7.888889,14.333332999999998,0.5760211,-2.0362277,0
